formula	count
ca-certificates	469574
openssl@3	409816
sqlite	326479
python@3.14	323262
gh	304869
xz	278949
node	245917
zstd	225315
fontconfig	218692
awscli	194650
readline	187515
glib	177237
pcre2	175775
icu4c@78	172478
lz4	166967
ffmpeg	165029
uv	163215
cmake	162350
harfbuzz	158681
mpdecimal	145333
libngtcp2	134956
libpng	133531
gmp	133416
libunistring	131009
little-cms2	128365
gettext	126596
ncurses	125500
libx11	123730
libnghttp3	123700
jpeg-turbo	120591
go	120253
libtiff	119620
libffi	117649
graphite2	117110
pkgconf	108982
libcap	108745
llvm	106162
freetype	105234
llhttp	103638
expat	103551
zlib-ng-compat	100153
fmt	97877
gnutls	97705
libxext	94981
gcc	93898
libnghttp2	93585
libvmaf	93060
bubblewrap	92325
brotli	91519
xorgproto	91033
git	89432
giflib	88879
coreutils	85691
poppler	84521
certifi	82859
protobuf	82701
openexr	79683
cairo	79221
gnupg	79000
imagemagick	78490
libxcb	77667
python@3.13	76913
libomp	76832
jq	76665
xcbeautify	75970
c-ares	75723
aom	72628
pixman	72382
pipx	71461
pnpm	70158
python@3.12	69879
deno	69616
x265	69173
openjph	69166
nettle	67960
simdjson	67955
mise	67550
dav1d	67498
ollama	66672
libxau	66000
libuv	65798
ripgrep	65786
gemini-cli	65574
libxdmcp	64997
simdutf	64580
libxrender	63436
ada-url	63135
pango	63035
openjdk	62844
libgpg-error	62021
docker	61886
m4	61810
oniguruma	61800
libusb	61411
pyenv	61186
krb5	60158
fzf	60019
yt-dlp	59800
z3	59644
tmux	59519
