formula	count
ca-certificates	505755
openssl@3	425907
sqlite	349749
python@3.14	320956
xz	305556
gh	283139
zstd	241509
node	229679
fontconfig	212316
awscli	203740
readline	203020
glib	184489
pcre2	183029
icu4c@78	182900
lz4	182190
uv	168563
harfbuzz	160755
mpdecimal	154848
cmake	149958
ffmpeg	144233
libpng	142936
libunistring	141875
libngtcp2	141717
gmp	139509
little-cms2	133735
gettext	133083
ncurses	132032
jpeg-turbo	128550
libnghttp3	128217
libx11	127028
go	125776
libtiff	125399
gnutls	115223
expat	114970
freetype	114904
graphite2	114471
pkgconf	113109
libnghttp2	108249
zlib-ng-compat	107236
llvm	103082
libxext	100835
libffi	99174
brotli	98861
xorgproto	97308
giflib	96487
git	96477
coreutils	92888
llhttp	91781
fmt	90650
gnupg	87509
imagemagick	84372
libvmaf	84043
cairo	83622
aom	83304
xcbeautify	82606
c-ares	82236
poppler	81994
libxcb	81820
protobuf	81093
simdjson	79028
pixman	78058
openjdk	77198
libusb	75458
nettle	75151
mise	74754
simdutf	74737
certifi	73938
pnpm	73513
x265	73271
deno	72788
libomp	72725
libuv	72571
libcap	72556
gcc	72516
dav1d	71994
libxau	71901
tmux	71571
libxdmcp	70880
ada-url	70876
docker	70827
gemini-cli	70063
libxrender	69372
ripgrep	69090
python@3.12	68343
libgpg-error	67863
merve	67733
m4	67395
jq	66075
pango	65820
libheif	65376
nbytes	64887
pipx	63647
lzo	63506
bzip2	63463
oniguruma	63413
pyenv	63180
openjph	62965
krb5	62712
fzf	62620
openexr	62566
