formula	count
openssl@3	536920
zstd	416314
xz	410454
sqlite	393709
ca-certificates	377251
readline	326698
node	314440
python@3.14	310980
gh	310338
pcre2	275902
lz4	244081
icu4c@78	234554
awscli	228575
gettext	219860
glib	205575
ffmpeg	204445
libpng	203434
go	200686
uv	200412
mpdecimal	198704
libunistring	184732
libngtcp2	180696
libtiff	176154
python@3.13	173674
libx11	169272
libnghttp2	168862
brotli	165346
libuv	162684
libnghttp3	160715
freetype	160552
ncurses	154856
gmp	154387
expat	151648
pkgconf	147881
ada-url	147221
libxext	144763
simdjson	142013
little-cms2	140905
zlib-ng-compat	140114
llhttp	139232
gemini-cli	137293
cmake	135712
gcc	135666
xorgproto	133587
m4	133104
fmt	132994
c-ares	132915
jpeg-turbo	128758
git	127898
harfbuzz	124257
gnutls	117888
hdrhistogram_c	114795
zlib	111071
openexr	106602
coreutils	104293
bzip2	102974
fontconfig	102257
uvwasi	102197
dav1d	101901
p11-kit	101611
libffi	98906
libssh2	98827
krb5	97056
libxcb	96237
libxau	95839
libgcrypt	92560
libxdmcp	92432
libvpx	91125
openjph	89916
libedit	88668
svt-av1	88159
jpeg-xl	87953
libxrender	86633
protobuf	86459
unzip	84794
libgpg-error	83915
berkeley-db@5	83513
pixman	83150
pango	81800
curl	81517
opus	80255
certifi	78557
cairo	78252
binutils	77881
mise	76951
abseil	75884
xcbeautify	73663
gnupg	72062
yt-dlp	70683
libtasn1	69759
giflib	69625
libthai	69457
llvm	69234
libxml2	68953
libdatrie	68869
x265	68483
mpfr	68205
tree	68182
sdl2	67709
libtool	67422
