formula	count
ca-certificates	503648
openssl@3	441186
xz	358786
sqlite	356254
python@3.14	332196
zstd	273123
node	270491
gh	248081
readline	228244
glib	214369
lz4	213069
icu4c@78	197258
pcre2	191137
uv	180439
awscli	179681
ffmpeg	178446
libnghttp2	168621
mpdecimal	167547
libunistring	166988
libpng	161552
llhttp	148540
gmp	146578
gnutls	146460
fontconfig	143007
jpeg-turbo	142387
gettext	142003
expat	141587
cmake	140369
little-cms2	139056
freetype	135393
simdjson	133436
libngtcp2	131332
harfbuzz	128993
ncurses	128630
libtiff	127609
go	125562
libx11	123546
zlib-ng-compat	119022
pkgconf	118094
brotli	114925
git	110415
giflib	109963
libxext	108799
libnghttp3	107760
xorgproto	106623
gnupg	106242
simdutf	103750
fmt	99838
coreutils	98804
libgpg-error	98606
libvmaf	97088
aom	97059
llvm	97012
nettle	96222
merve	96213
unbound	95907
c-ares	95320
libuv	92318
nbytes	87963
pixman	87222
libxcb	86774
cairo	86763
ada-url	86122
x265	85810
docker	85257
libedit	84938
libksba	84286
libxau	83763
m4	81921
gemini-cli	81868
libxdmcp	81855
pnpm	81358
imagemagick	80861
libxrender	80099
mise	79938
dav1d	79924
python@3.13	79303
libgit2	78800
certifi	77516
libffi	77437
xcbeautify	77170
libusb	76334
bzip2	75931
ruby	75299
lzo	73645
openjph	72371
hdrhistogram_c	72251
ripgrep	71556
protobuf	70904
jq	70668
libomp	69742
uvwasi	69619
gcc	69380
krb5	69122
graphite2	69077
libgcrypt	68776
libssh2	68505
pango	67854
openjdk	66441
fzf	65422
