formula	count
ca-certificates	448538
openssl@3	401299
python@3.14	327206
sqlite	325943
gh	304140
node	270497
xz	267742
zstd	223628
fontconfig	201437
awscli	190811
glib	185352
readline	184285
pcre2	173124
uv	172757
ffmpeg	171045
icu4c@78	169621
lz4	165369
cmake	162035
harfbuzz	158895
libcap	151348
mpdecimal	143993
libffi	140386
gmp	135073
libngtcp2	135036
bubblewrap	134017
libpng	129979
libnghttp3	127978
libunistring	127866
little-cms2	125559
gettext	124889
ncurses	124030
graphite2	123086
libx11	122896
libtiff	118623
go	118486
jpeg-turbo	118416
pkgconf	109766
llhttp	107601
fmt	106470
expat	105496
gcc	104279
libvmaf	103070
freetype	102441
zlib-ng-compat	101886
llvm	100624
libxext	93937
brotli	89954
jq	89792
xorgproto	89721
libnghttp2	89562
gnutls	88150
giflib	86950
poppler	86080
git	85646
protobuf	83555
coreutils	82330
python@3.13	81689
pipx	80680
imagemagick	80559
openexr	78551
cairo	78365
openjph	77560
libxcb	77329
certifi	75191
xcbeautify	75115
c-ares	74918
gnupg	74340
libomp	72032
python@3.12	71628
pixman	71493
mise	70942
pyenv	68413
pnpm	68381
ollama	68121
x265	68081
dav1d	66722
pango	66476
deno	65917
libxau	64901
ripgrep	64548
nettle	64453
libxdmcp	64037
simdjson	63700
libuv	63590
oniguruma	62753
libxrender	62374
docker	61940
m4	60584
z3	60182
krb5	59923
libgpg-error	59712
simdutf	59393
aom	59297
gdk-pixbuf	59074
yt-dlp	58872
tmux	58685
ada-url	58205
bash	57988
luajit	57977
curl	57774
