formula	count
ca-certificates	499167
openssl@3	423646
sqlite	345574
python@3.14	322576
xz	300784
gh	294912
zstd	239499
node	228889
fontconfig	214330
awscli	203260
readline	200699
glib	183459
pcre2	182051
icu4c@78	181323
lz4	180244
uv	160932
harfbuzz	160682
ffmpeg	153979
mpdecimal	153775
cmake	150318
libpng	141229
libngtcp2	140505
libunistring	139906
gmp	139762
little-cms2	132846
gettext	131891
ncurses	130967
libnghttp3	127546
jpeg-turbo	127206
libx11	126603
go	124715
libtiff	124424
graphite2	115303
gnutls	114387
freetype	113249
expat	112984
pkgconf	112609
zlib-ng-compat	106055
libnghttp2	104357
llvm	103185
libffi	100006
libxext	99765
brotli	97448
xorgproto	96099
git	95854
giflib	95214
coreutils	92594
llhttp	90436
fmt	89786
gnupg	85833
libvmaf	82925
cairo	82872
poppler	82785
imagemagick	82240
xcbeautify	82031
aom	81257
c-ares	81218
protobuf	81147
libxcb	81120
gcc	81048
libcap	80787
openjdk	77238
pixman	76881
simdjson	76685
libomp	76514
certifi	73932
nettle	73782
mise	73661
deno	73343
simdutf	73101
x265	72444
pnpm	71862
tmux	71452
dav1d	71444
libuv	71150
libxau	70831
libusb	70511
python@3.13	70168
libxdmcp	69771
ada-url	69767
gemini-cli	69209
python@3.12	68929
ripgrep	68577
libxrender	68176
openexr	67302
libgpg-error	66807
docker	66525
openjph	66396
m4	66261
merve	66034
libheif	65377
pango	65358
jq	65318
bubblewrap	64526
ollama	64347
nbytes	63372
pipx	63322
oniguruma	63008
pyenv	62833
lzo	62468
