name	stargazers_count	html_url
make-look-scanned	556	https://github.com/overflowy/make-look-scanned
fast	312	https://github.com/maaslalani/fast
WaCalls	255	https://github.com/JotaDev66/WaCalls
flow	239	https://github.com/programmersd21/flow
mediago	202	https://github.com/Sophomoresty/mediago
meowcaller	175	https://github.com/purpshell/meowcaller
px0	172	https://github.com/px0-ai/px0
transit-hub	160	https://github.com/deviseo/transit-hub
Nox	158	https://github.com/kernelstub/Nox
icloud-hme	150	https://github.com/xiaozhou26/icloud-hme
