name	stargazers_count	html_url
GooseRelayVPN	1047	https://github.com/Kianmhz/GooseRelayVPN
FlowDriver	629	https://github.com/NullLatency/FlowDriver
cpa-usage-keeper	510	https://github.com/Willxup/cpa-usage-keeper
zyrln	497	https://github.com/ajavadinezhad/zyrln
mhr-cfw-go	421	https://github.com/ThisIsDara/mhr-cfw-go
crabbox	401	https://github.com/openclaw/crabbox
StormDNS	339	https://github.com/nullroute1970/StormDNS
gova	332	https://github.com/NV404/gova
utilyze	313	https://github.com/systalyze/utilyze
ipadecrypt	309	https://github.com/londek/ipadecrypt
