name	stargazers_count	html_url
quien	800	https://github.com/retlehs/quien
xata	788	https://github.com/xataio/xata
gopacket	605	https://github.com/mandiant/gopacket
olcrtc	454	https://github.com/openlibrecommunity/olcrtc
GooseRelayVPN	445	https://github.com/Kianmhz/GooseRelayVPN
FlowDriver	434	https://github.com/NullLatency/FlowDriver
no-mistakes	398	https://github.com/kunchenguid/no-mistakes
miniblue	380	https://github.com/moabukar/miniblue
gova	320	https://github.com/NV404/gova
TailVNC	275	https://github.com/wh0amitz/TailVNC
