name	stargazers_count	html_url
conversation-steganography	877	https://github.com/nethical6/conversation-steganography
mindwalk	861	https://github.com/cosmtrek/mindwalk
clawk	762	https://github.com/clawkwork/clawk
deja-vu	423	https://github.com/vshulcz/deja-vu
grokcli-2api	404	https://github.com/HM2899/grokcli-2api
fast	325	https://github.com/maaslalani/fast
OpenSurge-for-Mac	325	https://github.com/YTwsy/OpenSurge-for-Mac
mercadona-cli	308	https://github.com/ivorpad/mercadona-cli
mcpsnoop	276	https://github.com/kerlenton/mcpsnoop
WaCalls	270	https://github.com/JotaDev66/WaCalls
