name	stargazers_count	html_url
pinchtab	7168	https://github.com/pinchtab/pinchtab
spank	2473	https://github.com/taigrr/spank
sql-tap	1349	https://github.com/mickamy/sql-tap
cliamp	807	https://github.com/bjarneo/cliamp
slim	585	https://github.com/kamranahmedse/slim
discrawl	500	https://github.com/steipete/discrawl
Resin	443	https://github.com/Resinat/Resin
gotreesitter	400	https://github.com/odvcencio/gotreesitter
kula	308	https://github.com/c0m4r/kula
VMPacker	280	https://github.com/LeoChen-CoreMind/VMPacker
