name	stargazers_count	html_url
picoclaw	18283	https://github.com/sipeed/picoclaw
pinchtab	1143	https://github.com/pinchtab/pinchtab
greenlight	1115	https://github.com/RevylAI/greenlight
rememory	1103	https://github.com/eljojo/rememory
sql-tap	1026	https://github.com/mickamy/sql-tap
picobot	871	https://github.com/louisho5/picobot
micasa	792	https://github.com/cpcloud/micasa
rodney	438	https://github.com/simonw/rodney
difi	304	https://github.com/oug-t/difi
postgresparser	187	https://github.com/ValkDB/postgresparser
