name	stargazers_count	html_url
cli	5437	https://github.com/larksuite/cli
dingtalk-workspace-cli	1447	https://github.com/DingTalk-Real-AI/dingtalk-workspace-cli
weclaw	996	https://github.com/fastclaw-ai/weclaw
cc-skills-golang	869	https://github.com/samber/cc-skills-golang
sonar	861	https://github.com/raskrebs/sonar
discrawl	602	https://github.com/steipete/discrawl
openilink-hub	576	https://github.com/openilink/openilink-hub
regplatformm	567	https://github.com/xiaolajiaoyyds/regplatformm
folio	559	https://github.com/carlos7ags/folio
glazepkg	435	https://github.com/neur0map/glazepkg
