name	stargazers_count	html_url
kage	2286	https://github.com/tamnd/kage
SenPaiScanner	1826	https://github.com/MatinSenPai/SenPaiScanner
flock	747	https://github.com/duckbugio/flock
sandboxd	684	https://github.com/tastyeffectco/sandboxd
wa-app	555	https://github.com/pood1e/wa-app
ku	409	https://github.com/bjarneo/ku
perfectpixel-studio	349	https://github.com/gykim80/perfectpixel-studio
make-look-scanned	321	https://github.com/overflowy/make-look-scanned
WhiteDNS-Wizard	272	https://github.com/WhiteDNS/WhiteDNS-Wizard
ArachneC2	270	https://github.com/portbuster1337/ArachneC2
