name	stargazers_count	html_url
quien	819	https://github.com/retlehs/quien
xata	801	https://github.com/xataio/xata
GooseRelayVPN	682	https://github.com/Kianmhz/GooseRelayVPN
gopacket	609	https://github.com/mandiant/gopacket
FlowDriver	510	https://github.com/NullLatency/FlowDriver
git-sync	384	https://github.com/entireio/git-sync
gova	326	https://github.com/NV404/gova
TailVNC	280	https://github.com/wh0amitz/TailVNC
dexter	281	https://github.com/remoteoss/dexter
utilyze	275	https://github.com/systalyze/utilyze
