name	stargazers_count	html_url
bumblebee	3982	https://github.com/perplexityai/bumblebee
zyrln	715	https://github.com/ajavadinezhad/zyrln
SenPaiScanner	588	https://github.com/MatinSenPai/SenPaiScanner
mhr-cfw-go	519	https://github.com/ThisIsDara/mhr-cfw-go
open-code-review	472	https://github.com/alibaba/open-code-review
substrate	373	https://github.com/agent-substrate/substrate
91	334	https://github.com/nianzhibai/91
DeepSeek-Code-Whale	291	https://github.com/usewhale/DeepSeek-Code-Whale
btype	268	https://github.com/tidwall/btype
CPA-Helper	256	https://github.com/walkingddd/CPA-Helper
