name	stargazers_count	html_url
picoclaw	21117	https://github.com/sipeed/picoclaw
pinchtab	1422	https://github.com/pinchtab/pinchtab
sql-tap	1232	https://github.com/mickamy/sql-tap
rememory	1187	https://github.com/eljojo/rememory
greenlight	1146	https://github.com/RevylAI/greenlight
picobot	1089	https://github.com/louisho5/picobot
micasa	1000	https://github.com/cpcloud/micasa
nightshift	810	https://github.com/marcus/nightshift
jcp	775	https://github.com/run-bigpig/jcp
spank	754	https://github.com/taigrr/spank
