name	stargazers_count	html_url
anti-mage	1256	https://github.com/N4darae/anti-mage
pgbot	824	https://github.com/pgrundev/pgbot
VoCat	714	https://github.com/MengMengCode/VoCat
easy-stock	626	https://github.com/jundizhou/easy-stock
boop	604	https://github.com/chrisgreg/boop
codex-subscription-router	393	https://github.com/b-nnett/codex-subscription-router
queqiao	389	https://github.com/bojieli/queqiao
LayerX-Protocol	309	https://github.com/Sidiora-Labs/LayerX-Protocol
trustmebro	286	https://github.com/DavidCarliez/trustmebro
WhiteVPN-Desktop	251	https://github.com/WhiteDNS/WhiteVPN-Desktop
