name	stargazers_count	html_url
picoclaw	20373	https://github.com/sipeed/picoclaw
pinchtab	1359	https://github.com/pinchtab/pinchtab
rememory	1159	https://github.com/eljojo/rememory
sql-tap	1148	https://github.com/mickamy/sql-tap
greenlight	1139	https://github.com/RevylAI/greenlight
picobot	1079	https://github.com/louisho5/picobot
micasa	967	https://github.com/cpcloud/micasa
nightshift	805	https://github.com/marcus/nightshift
jcp	754	https://github.com/run-bigpig/jcp
clawlet	697	https://github.com/mosaxiv/clawlet
