name	stargazers_count	html_url
cli	7428	https://github.com/larksuite/cli
sheets	1846	https://github.com/maaslalani/sheets
dingtalk-workspace-cli	1522	https://github.com/DingTalk-Real-AI/dingtalk-workspace-cli
weclaw	1227	https://github.com/fastclaw-ai/weclaw
cc-skills-golang	1137	https://github.com/samber/cc-skills-golang
openilink-hub	1039	https://github.com/openilink/openilink-hub
regplatformm	602	https://github.com/xiaolajiaoyyds/regplatformm
codex2api	598	https://github.com/james-6-23/codex2api
compozy	468	https://github.com/compozy/compozy
gopher-code	442	https://github.com/ProjectBarks/gopher-code
