name	stargazers_count	html_url
bumblebee	4425	https://github.com/perplexityai/bumblebee
SenPaiScanner	1512	https://github.com/MatinSenPai/SenPaiScanner
wa-app	463	https://github.com/pood1e/wa-app
Image-Studio	296	https://github.com/RoseKhlifa/Image-Studio
rstaspoof	222	https://github.com/rstagit/rstaspoof
WhiteDNS-Wizard	217	https://github.com/iampedii/WhiteDNS-Wizard
ArachneC2	201	https://github.com/portbuster1337/ArachneC2
EasySNI	169	https://github.com/macan-dev/EasySNI
proxy-installer	161	https://github.com/FengZi1221/proxy-installer
NiniMenu	156	https://github.com/TryHarder-L/NiniMenu
