name	stargazers_count	html_url
anti-mage	1286	https://github.com/N4darae/anti-mage
pgbot	843	https://github.com/pgrundev/pgbot
VoCat	727	https://github.com/MengMengCode/VoCat
boop	666	https://github.com/chrisgreg/boop
easy-stock	630	https://github.com/jundizhou/easy-stock
codex-subscription-router	395	https://github.com/b-nnett/codex-subscription-router
queqiao	391	https://github.com/bojieli/queqiao
LayerX-Protocol	384	https://github.com/Sidiora-Labs/LayerX-Protocol
trustmebro	364	https://github.com/DavidCarliez/trustmebro
semantix	272	https://github.com/Gnosil/semantix
