name	stargazers_count	html_url
cli	6518	https://github.com/larksuite/cli
dingtalk-workspace-cli	1598	https://github.com/DingTalk-Real-AI/dingtalk-workspace-cli
weclaw	1093	https://github.com/fastclaw-ai/weclaw
cc-skills-golang	963	https://github.com/samber/cc-skills-golang
openilink-hub	749	https://github.com/openilink/openilink-hub
discrawl	603	https://github.com/steipete/discrawl
regplatformm	579	https://github.com/xiaolajiaoyyds/regplatformm
folio	567	https://github.com/carlos7ags/folio
codex2api	485	https://github.com/james-6-23/codex2api
fastclaw	456	https://github.com/fastclaw-ai/fastclaw
