name	stargazers_count	html_url
pinchtab	4269	https://github.com/pinchtab/pinchtab
spank	1634	https://github.com/taigrr/spank
sql-tap	1301	https://github.com/mickamy/sql-tap
greenlight	1154	https://github.com/RevylAI/greenlight
picobot	1121	https://github.com/louisho5/picobot
micasa	1054	https://github.com/cpcloud/micasa
nightshift	832	https://github.com/marcus/nightshift
clawlet	675	https://github.com/mosaxiv/clawlet
engram	669	https://github.com/Gentleman-Programming/engram
showboat	663	https://github.com/simonw/showboat
