name	stargazers_count	html_url
sheets	1563	https://github.com/maaslalani/sheets
folio	604	https://github.com/carlos7ags/folio
regplatformm	585	https://github.com/xiaolajiaoyyds/regplatformm
codex2api	569	https://github.com/james-6-23/codex2api
glazepkg	457	https://github.com/neur0map/glazepkg
drift	413	https://github.com/phlx0/drift
cloudai-fusion	263	https://github.com/QQ3221197721/cloudai-fusion
maxigo-bot	250	https://github.com/maxigo-web/maxigo-bot
lazyjira	251	https://github.com/textfuel/lazyjira
iron-proxy	239	https://github.com/ironsh/iron-proxy
