name	stargazers_count	html_url
picoclaw	19884	https://github.com/sipeed/picoclaw
pinchtab	1325	https://github.com/pinchtab/pinchtab
rememory	1146	https://github.com/eljojo/rememory
greenlight	1133	https://github.com/RevylAI/greenlight
sql-tap	1131	https://github.com/mickamy/sql-tap
picobot	1066	https://github.com/louisho5/picobot
micasa	941	https://github.com/cpcloud/micasa
nightshift	795	https://github.com/marcus/nightshift
jcp	747	https://github.com/run-bigpig/jcp
clawlet	693	https://github.com/mosaxiv/clawlet
