name	stargazers_count	html_url
spank	3056	https://github.com/taigrr/spank
slim	915	https://github.com/kamranahmedse/slim
cliamp	868	https://github.com/bjarneo/cliamp
kula	759	https://github.com/c0m4r/kula
Resin	533	https://github.com/Resinat/Resin
discrawl	530	https://github.com/steipete/discrawl
gotreesitter	406	https://github.com/odvcencio/gotreesitter
VMPacker	300	https://github.com/LeoChen-CoreMind/VMPacker
wormhole	276	https://github.com/MuhammadHananAsghar/wormhole
typenix	265	https://github.com/ryanrasti/typenix
