name	stargazers_count	html_url
GooseRelayVPN	1162	https://github.com/Kianmhz/GooseRelayVPN
zyrln	619	https://github.com/ajavadinezhad/zyrln
Nova-Proxy-App	605	https://github.com/IRNova/Nova-Proxy-App
mhr-cfw-go	473	https://github.com/ThisIsDara/mhr-cfw-go
crabbox	467	https://github.com/openclaw/crabbox
Skirk	275	https://github.com/ShahabSL/Skirk
btype	240	https://github.com/tidwall/btype
comview	229	https://github.com/rockorager/comview
mvm	212	https://github.com/mvm-sh/mvm
fswatcher	208	https://github.com/fswatcher/fswatcher
