name	stargazers_count	html_url
gpt2api	1231	https://github.com/432539/gpt2api
gopher-code	912	https://github.com/ProjectBarks/gopher-code
quien	788	https://github.com/retlehs/quien
xata	780	https://github.com/xataio/xata
gopacket	602	https://github.com/mandiant/gopacket
stash	557	https://github.com/alash3al/stash
CrabTrap	514	https://github.com/brexhq/CrabTrap
sage-wiki	482	https://github.com/xoai/sage-wiki
olcrtc	448	https://github.com/openlibrecommunity/olcrtc
FlowDriver	419	https://github.com/NullLatency/FlowDriver
