name	stargazers_count	html_url
kage	2706	https://github.com/tamnd/kage
make-look-scanned	535	https://github.com/overflowy/make-look-scanned
ku	490	https://github.com/bjarneo/ku
perfectpixel-studio	425	https://github.com/gykim80/perfectpixel-studio
mercadona-cli	299	https://github.com/ivorpad/mercadona-cli
fast	291	https://github.com/maaslalani/fast
WaCalls	242	https://github.com/JotaDev66/WaCalls
ainovel-cli	234	https://github.com/kentjuno/ainovel-cli
mcpsnoop	222	https://github.com/kerlenton/mcpsnoop
kiac	219	https://github.com/saiyam1814/kiac
