name	stargazers_count	html_url
conversation-steganography	1200	https://github.com/nethical6/conversation-steganography
numbat	734	https://github.com/perplexityai/numbat
deja-vu	591	https://github.com/vshulcz/deja-vu
doc7	550	https://github.com/magicrew/doc7
Grok-Register	498	https://github.com/Charles-0509/Grok-Register
undo	366	https://github.com/edaywalid/undo
DJOneHub	362	https://github.com/ZenGeekLabs/DJOneHub
shellgym	310	https://github.com/iximiuz/shellgym
simslim	274	https://github.com/MobAI-App/simslim
agent-manager	273	https://github.com/YoanWai/agent-manager
