name	stargazers_count	html_url
pinchtab	5385	https://github.com/pinchtab/pinchtab
spank	2026	https://github.com/taigrr/spank
sql-tap	1314	https://github.com/mickamy/sql-tap
greenlight	1157	https://github.com/RevylAI/greenlight
picobot	1129	https://github.com/louisho5/picobot
cliamp	677	https://github.com/bjarneo/cliamp
clihub	571	https://github.com/thellimist/clihub
rodney	514	https://github.com/simonw/rodney
gotreesitter	387	https://github.com/odvcencio/gotreesitter
Resin	346	https://github.com/Resinat/Resin
