name	stargazers_count	html_url
sheets	1810	https://github.com/maaslalani/sheets
folio	624	https://github.com/carlos7ags/folio
regplatformm	597	https://github.com/xiaolajiaoyyds/regplatformm
codex2api	584	https://github.com/james-6-23/codex2api
drift	424	https://github.com/phlx0/drift
GoProxy	288	https://github.com/isboyjc/GoProxy
iron-proxy	267	https://github.com/ironsh/iron-proxy
lazyjira	264	https://github.com/textfuel/lazyjira
maxigo-bot	249	https://github.com/maxigo-web/maxigo-bot
maxigo-client	215	https://github.com/maxigo-web/maxigo-client
