name	stargazers_count	html_url
picoclaw	21867	https://github.com/sipeed/picoclaw
pinchtab	3256	https://github.com/pinchtab/pinchtab
spank	1345	https://github.com/taigrr/spank
sql-tap	1290	https://github.com/mickamy/sql-tap
greenlight	1150	https://github.com/RevylAI/greenlight
picobot	1114	https://github.com/louisho5/picobot
micasa	1032	https://github.com/cpcloud/micasa
clihub	519	https://github.com/thellimist/clihub
cliamp	512	https://github.com/bjarneo/cliamp
rodney	480	https://github.com/simonw/rodney
