name	stargazers_count	html_url
9arm-skills	2704	https://github.com/thananon/9arm-skills
burn-baby-burn	612	https://github.com/dtnewman/burn-baby-burn
nbd-vram	454	https://github.com/c0deJedi/nbd-vram
Hermes-USB-Portable	332	https://github.com/techjarves/Hermes-USB-Portable
sage	315	https://github.com/ConiferKit/sage
mg-Koyeb	277	https://github.com/zzzhhh1/mg-Koyeb
android-testing-skills	260	https://github.com/skydoves/android-testing-skills
dotfiles	255	https://github.com/bautistaaa/dotfiles
bc250-40cu-unlock	214	https://github.com/duggasco/bc250-40cu-unlock
proxmox	201	https://github.com/dockur/proxmox
