name	stargazers_count	html_url
9arm-skills	2753	https://github.com/thananon/9arm-skills
nbd-vram	470	https://github.com/c0deJedi/nbd-vram
Hermes-USB-Portable	349	https://github.com/techjarves/Hermes-USB-Portable
sage	295	https://github.com/ConiferKit/sage
mg-Koyeb	277	https://github.com/zzzhhh1/mg-Koyeb
dotfiles	260	https://github.com/bautistaaa/dotfiles
bc250-40cu-unlock	231	https://github.com/duggasco/bc250-40cu-unlock
proxmox	217	https://github.com/dockur/proxmox
websites-100-audit	209	https://github.com/Moh4696/websites-100-audit
enableMacosAI	204	https://github.com/SkyBlue997/enableMacosAI
