name	stargazers_count	html_url
cheat-on-content	2745	https://github.com/XBuilderLAB/cheat-on-content
9arm-skills	2024	https://github.com/thananon/9arm-skills
molmoact2	533	https://github.com/allenai/molmoact2
dads-mmo-lab	477	https://github.com/DadsMmoLab/dads-mmo-lab
burn-baby-burn	378	https://github.com/dtnewman/burn-baby-burn
aws-certified-solutions-architect-associate-brasil	278	https://github.com/Thiago-code-lab/aws-certified-solutions-architect-associate-brasil
modulejail	260	https://github.com/jnuyens/modulejail
cli	237	https://github.com/higgsfield-ai/cli
android-testing-skills	223	https://github.com/skydoves/android-testing-skills
watch-cli	217	https://github.com/sonpiaz/watch-cli
