name	stargazers_count	html_url
9arm-skills	2743	https://github.com/thananon/9arm-skills
burn-baby-burn	620	https://github.com/dtnewman/burn-baby-burn
nbd-vram	468	https://github.com/c0deJedi/nbd-vram
Hermes-USB-Portable	348	https://github.com/techjarves/Hermes-USB-Portable
sage	296	https://github.com/ConiferKit/sage
mg-Koyeb	277	https://github.com/zzzhhh1/mg-Koyeb
android-testing-skills	266	https://github.com/skydoves/android-testing-skills
dotfiles	258	https://github.com/bautistaaa/dotfiles
bc250-40cu-unlock	228	https://github.com/duggasco/bc250-40cu-unlock
proxmox	216	https://github.com/dockur/proxmox
