name	stargazers_count	html_url
cheat-on-content	2856	https://github.com/XBuilderLAB/cheat-on-content
9arm-skills	2379	https://github.com/thananon/9arm-skills
molmoact2	545	https://github.com/allenai/molmoact2
dads-mmo-lab	486	https://github.com/DadsMmoLab/dads-mmo-lab
burn-baby-burn	417	https://github.com/dtnewman/burn-baby-burn
aws-certified-solutions-architect-associate-brasil	285	https://github.com/Thiago-code-lab/aws-certified-solutions-architect-associate-brasil
modulejail	268	https://github.com/jnuyens/modulejail
mg-Koyeb	242	https://github.com/zzzhhh1/mg-Koyeb
android-testing-skills	232	https://github.com/skydoves/android-testing-skills
Hermes-USB-Portable	205	https://github.com/techjarves/Hermes-USB-Portable
