name	stargazers_count	html_url
9arm-skills	2665	https://github.com/thananon/9arm-skills
burn-baby-burn	588	https://github.com/dtnewman/burn-baby-burn
nbd-vram	392	https://github.com/c0deJedi/nbd-vram
Hermes-USB-Portable	300	https://github.com/techjarves/Hermes-USB-Portable
aws-certified-solutions-architect-associate-brasil	298	https://github.com/Thiago-code-lab/aws-certified-solutions-architect-associate-brasil
modulejail	284	https://github.com/jnuyens/modulejail
mg-Koyeb	276	https://github.com/zzzhhh1/mg-Koyeb
android-testing-skills	256	https://github.com/skydoves/android-testing-skills
dotfiles	233	https://github.com/bautistaaa/dotfiles
bc250-40cu-unlock	191	https://github.com/duggasco/bc250-40cu-unlock
