name	stargazers_count	html_url
9arm-skills	2650	https://github.com/thananon/9arm-skills
burn-baby-burn	575	https://github.com/dtnewman/burn-baby-burn
nbd-vram	364	https://github.com/c0deJedi/nbd-vram
Hermes-USB-Portable	297	https://github.com/techjarves/Hermes-USB-Portable
aws-certified-solutions-architect-associate-brasil	297	https://github.com/Thiago-code-lab/aws-certified-solutions-architect-associate-brasil
modulejail	283	https://github.com/jnuyens/modulejail
mg-Koyeb	277	https://github.com/zzzhhh1/mg-Koyeb
android-testing-skills	254	https://github.com/skydoves/android-testing-skills
dotfiles	227	https://github.com/bautistaaa/dotfiles
bc250-40cu-unlock	189	https://github.com/duggasco/bc250-40cu-unlock
