name	stargazers_count	html_url
cheat-on-content	2500	https://github.com/XBuilderLAB/cheat-on-content
9arm-skills	1004	https://github.com/thananon/9arm-skills
dads-mmo-lab	449	https://github.com/DadsMmoLab/dads-mmo-lab
burn-baby-burn	320	https://github.com/dtnewman/burn-baby-burn
harness-experimental	278	https://github.com/hoangnb24/harness-experimental
aws-certified-solutions-architect-associate-brasil	236	https://github.com/Thiago-code-lab/aws-certified-solutions-architect-associate-brasil
watch-cli	213	https://github.com/sonpiaz/watch-cli
pu	210	https://github.com/NahimNasser/pu
modulejail	205	https://github.com/jnuyens/modulejail
android-testing-skills	204	https://github.com/skydoves/android-testing-skills
