name	stargazers_count	html_url
9arm-skills	2792	https://github.com/thananon/9arm-skills
enableMacosAI	1249	https://github.com/SkyBlue997/enableMacosAI
aur-malware-check	986	https://github.com/lenucksi/aur-malware-check
nbd-vram	478	https://github.com/c0deJedi/nbd-vram
sage	296	https://github.com/ConiferKit/sage
mg-Koyeb	279	https://github.com/zzzhhh1/mg-Koyeb
dotfiles	265	https://github.com/bautistaaa/dotfiles
websites-100-audit	220	https://github.com/Moh4696/websites-100-audit
proxmox	217	https://github.com/dockur/proxmox
nullevi03	177	https://github.com/GOROman/nullevi03
