name	stargazers_count	html_url
9arm-skills	2719	https://github.com/thananon/9arm-skills
burn-baby-burn	615	https://github.com/dtnewman/burn-baby-burn
nbd-vram	465	https://github.com/c0deJedi/nbd-vram
Hermes-USB-Portable	337	https://github.com/techjarves/Hermes-USB-Portable
sage	297	https://github.com/ConiferKit/sage
mg-Koyeb	277	https://github.com/zzzhhh1/mg-Koyeb
android-testing-skills	263	https://github.com/skydoves/android-testing-skills
dotfiles	256	https://github.com/bautistaaa/dotfiles
bc250-40cu-unlock	221	https://github.com/duggasco/bc250-40cu-unlock
proxmox	212	https://github.com/dockur/proxmox
