name	stargazers_count	html_url
9arm-skills	2809	https://github.com/thananon/9arm-skills
enableMacosAI	1309	https://github.com/SkyBlue997/enableMacosAI
aur-malware-check	1224	https://github.com/lenucksi/aur-malware-check
nbd-vram	479	https://github.com/c0deJedi/nbd-vram
sage	295	https://github.com/ConiferKit/sage
mg-Koyeb	277	https://github.com/zzzhhh1/mg-Koyeb
dotfiles	265	https://github.com/bautistaaa/dotfiles
websites-100-audit	223	https://github.com/Moh4696/websites-100-audit
proxmox	218	https://github.com/dockur/proxmox
nullevi03	177	https://github.com/GOROman/nullevi03
